,Title,Description,Link,Location,Price,Rooms,Bedrooms,Total area,Number of floors,Built in year,Condition,Ownership,Ground area,Data from realestate book,Notify about incorrect advertisement,Lisainfo,Sanitary arrangements,Heating and ventilation,Communications and security,Kitchen,Cadastre no.,Energy mark,Readiness,Register number,Neighbourhood,This floor/Number of floors,Kulud suvel/talvel,Additional information,population
106,"Row house box for sale, 3 bedrooms, Vardi tee 25, Haabneeme, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, total area 120.6 m²",https://www.kv.ee/stiilne-ja-hubane-ridaelamuboks-labi-3-korruse-ilu-3384461.html,"59.5251391,24.8120028",307000.0,4.0,3.0,120.6 m²,3.0,2009.0,Good condition,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"box-room, terrace, electricity, dressing room, furniture, parquet, parking free parking","sewerage, urban water",gas heating,,"refridgerator, kitchen furniture",,,ready,,,,,,250.0
107,"Maisonette for sale, 3 bedrooms, Tedre tn 25, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Private ownership, panel house, house area 106.1 m², total area 106.1 m²",https://www.kv.ee/broneeritud-kuni-14-12muua-suureparase-asukohaga-m-3382767.html,"59.4166393,24.7248452",370000.0,4.0,3.0,106.1 m²,,2005.0,Good condition,private property,,Data from realestate book,Notify about incorrect advertisement,"balcony 8 m², public transport, box-room, wall cupboard, TV-set, terrace, electricity, dressing room, furnishing possibility, packet windows, parquet, parking free parking","shower, toilet room and bathroom separate, bath, washing machine, urban water, sewerage","heated floors, gas heating","Internet, cable TV, fenced with garden","induktsioon pliit, refridgerator, kitchen furniture",,-,ready,,,1/2,,,5517.0
108,"Row house box for sale, 3 bedrooms, Iirise tn 8, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 97.2 m²",https://www.kv.ee/muua-eksklusiivses-rohelusest-umbritsetud-ihaste-k-3375116.html,"58.355921,26.766155",177900.0,4.0,3.0,97.2 m²,2.0,2022.0,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"open kitchen, packet windows, parquet, parking free parking, box-room, organisation through the few floors, separate entryway, closed courtyard, dressing room, separate rooms, public transport","shower, toilet room and bathroom separate, sauna","heated floors, geothermic heating","Internet, phone, cable TV, steel door",,79301:001:0985,,,,,,,,44.0
109,"Maisonette for sale, 4 bedrooms, Kiipsu tee 5, Kasemetsa, Saku vald, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 151.9 m², total area 159.5 m²",https://www.kv.ee/muua-kvaliteetne-energiatohus-eriline-paarismaja-s-3350655.html,"59.2799412,24.6694508",289000.0,5.0,4.0,159.5 m²,,2021.0,all brand-new,private property,,Data from realestate book,Notify about incorrect advertisement,,"water boiler, sauna, shower, local water","heated floors, geothermic heating",,,,A,ready,,"surrounding buildings private houses, neighbours at one side neighbours, near forest",1/1,,"deep well, terrace, electricity, 3*380V, packet windows, parquet, parking free parking, public transport",5.0
110,"Maisonette for sale, 1 bedrooms, Torila, Peipsiääre vald, Tartumaa - Real estate portal KV.EE ","Private ownership, log house, total area 130 m²",https://www.kv.ee/kallaste-lahedal-torila-kulas-on-tulnud-pakkumisse-3392926.html,"58.6701601,27.1210831",29900.0,2.0,1.0,130 m²,1.0,1910.0,ready,private property,41340 m²,Data from realestate book,Notify about incorrect advertisement,roof tin roof,"sauna, local water",stove heating,,,,,,,,,,,6.0
111,"Row house box for sale, 1 bedrooms, Mölla 5, Vahi alevik, Tartu vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, total area 59.7 m²",https://www.kv.ee/tartust-mooda-jogeva-maanteed-1-km-kaugusel-asuv-v-3242028.html,"58.415026,26.7009428",90000.0,2.0,1.0,59.7 m²,,1965.0,renovated,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, well, electricity","bath, shower, local water","õhksoojuspump, solid fuel, stove heating",neighbourhood watch,,,,ready,,"water body Emajõgi 700 m, surrounding buildings private houses, neighbours next to neighbours, roads in good condition roads, near forest, location outside settlement location",1/1,,,59.0
112,"Row house box for sale, 3 bedrooms, Pargi tee 2, Haaslava, Kastre vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 94.6 m², total area 111.9 m²",https://www.kv.ee/tartu-kulje-all-haaslava-kulas-aadressil-pargi-tee-3380828.html,"58.3256658,26.7934275",179000.0,4.0,3.0,111.9 m²,2.0,2022.0,all brand-new,apartment ownership,2814 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, terrace, electricity, dressing room, packet windows, parquet, public transport, box-room","toilet room and bathroom separate, shower, bath, sauna, urban water, sewerage","heated floors, geothermic heating","Internet, steel door, neighbourhood watch, fenced with garden",,,A,,,"roads in good condition roads, near forest",,,,26.0
113,"Row house box for sale, 3 bedrooms, Iirise tn 12, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 100.6 m²",https://www.kv.ee/muua-eksklusiivses-rohelusest-umbritsetud-ihaste-k-3375133.html,"58.356255,26.766489",189000.0,4.0,3.0,100.6 m²,2.0,2022.0,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"open kitchen, street entrance, terrace, dressing room, separate rooms, packet windows, parquet, parking free parking, public transport, box-room, organisation through the few floors, separate entryway, closed courtyard","toilet room and bathroom separate, sauna, shower, sewerage, urban water","heated floors, geothermic heating","Internet, phone, cable TV, steel door, fenced with garden",,79301:001:0984,,,,,,,,44.0
114,"Row house box for sale, 3 bedrooms, Ropka, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 94.6 m², total area 111.9 m²",https://www.kv.ee/tartu-kulje-all-haaslava-kulas-aadressil-pargi-tee-3380841.html,"58.3259423821334,26.7940937136258",169000.0,4.0,3.0,111.9 m²,2.0,2022.0,all brand-new,apartment ownership,2814 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, terrace, electricity, dressing room, packet windows, parquet, public transport, box-room","toilet room and bathroom separate, shower, bath, sauna, urban water, sewerage","heated floors, geothermic heating","Internet, steel door, neighbourhood watch, fenced with garden",,,A,,,"roads in good condition roads, near forest",,,,26.0
115,"Row house box for sale, 3 bedrooms, Sirptiiva 14, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Stone house, total area 131 m²",https://www.kv.ee/kodu-eksklusiivses-mannimetsaga-elurajoonis-lapses-3372784.html,"59.4759363,24.8877743",360000.0,4.0,3.0,131 m²,3.0,2015.0,ready,,,Data from realestate book,,"open kitchen, public transport","toilet room and bathroom separate, shower, sauna, urban water","gas heating, fireplace, fireplace",,kitchen furniture,78402:205:4760,,,,,,,,320.0
116,"Row house box for sale, 3 bedrooms, Iirise tn 8, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 98 m²",https://www.kv.ee/muua-eksklusiivses-rohelusest-umbritsetud-ihaste-k-3375110.html,"58.355921,26.766155",179000.0,4.0,3.0,98 m²,2.0,2022.0,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"open kitchen, street entrance, terrace, dressing room, separate rooms, packet windows, parquet, parking free parking, public transport, box-room, organisation through the few floors, separate entryway, closed courtyard","toilet room and bathroom separate, sauna, shower, sewerage, urban water","heated floors, geothermic heating","Internet, phone, cable TV, steel door, fenced with garden",,79301:001:0985,,,,,,,,44.0
117,"Row house box for sale, 3 bedrooms, Pargi tee 2, Haaslava, Kastre vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 97.2 m², total area 114.5 m²",https://www.kv.ee/tartu-kulje-all-haaslava-kulas-aadressil-pargi-tee-3380822.html,"58.3256658,26.7934275",174000.0,4.0,3.0,114.5 m²,2.0,2022.0,all brand-new,apartment ownership,2814 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, terrace, electricity, dressing room, packet windows, parquet, public transport, box-room","toilet room and bathroom separate, shower, bath, sauna, urban water, sewerage","heated floors, geothermic heating","Internet, steel door, neighbourhood watch, fenced with garden",,,A,,,"roads in good condition roads, near forest",,,,26.0
118,"Row house box for sale, 3 bedrooms, Kauri tee 8/2, Alliku, Saue vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 129 m²",https://www.kv.ee/broneeritud-saue-vallas-veskimoldre-elurajoonis-ka-3387920.html,"59.362790333927,24.58763019259",289000.0,4.0,3.0,129 m²,2.0,2007.0,renovated,apartment ownership,650 m²,Data from realestate book,Notify about incorrect advertisement,"new sewerage, balcony , kitchen, open kitchen, furniture, parquet, dressing room, garage, box-room, separate rooms, separate entryway, organisation through the few floors, new electricity, closed courtyard, public transport, electricity, furnishing possibility, roof tar paper roof","toilet room and bathroom separate, water boiler, sauna, shower, urban water","gas heating, gas","Internet, fenced with garden, neighbourhood watch, steel door","ceramic shove, refridgerator",,,,,,,,,237.0
119,"Maisonette for sale, 3 bedrooms, Laane tee 15, Haaslava, Kastre vald, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 153.2 m²",https://www.kv.ee/muua-2022-aasta-maikuu-lopus-valmiv-paarismaja-bok-3381640.html,"58.3288907,26.794421",189000.0,4.0,3.0,153.2 m²,,2022.0,all brand-new,private property,850 m²,Data from realestate book,Notify about incorrect advertisement,"terrace, electricity, parquet, parking free parking, box-room","shower, toilet room and bathroom separate, sauna, urban water, sewerage","heated floors, combined heating",Internet,,,B,,,"roads in good condition roads, Kurepalu lake 1,000 m",1/1,,,26.0
120,"Row house box for sale, 3 bedrooms, Juure tee 3/2, Tiskre, Harku vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 96.7 m²",https://www.kv.ee/harku-vallas-tiskre-kulas-on-ehitamisel-uued-aener-3356842.html,"59.424509,24.5823487",237000.0,4.0,3.0,96.7 m²,2.0,2022.0,all brand-new,apartment ownership,41.3 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, box-room, roof tar paper roof",,geothermic heating,,electric stove,,,,,water body lake near,,,,98.0
121,"Maisonette for sale, 4 bedrooms, A. Adamsoni tn 31, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Log house, total area 112.7 m²",https://www.kv.ee/muugile-on-tulnud-tallinna-kesklinnas-usna-harulda-3223319.html,"59.432139544032,24.724524301852",149000.0,5.0,4.0,112.7 m²,2.0,,needs renovating,,,Data from realestate book,,"public transport, separate entryway, organisation through the few floors, electricity, frontdoor locked, roof asbestos cement roof",urban water,,,,78401:108:0049,Missing,,,,,,,11506.0
122,"Maisonette for sale, 3 bedrooms, Metssea tee 11, Uuesalu, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, house area 130 m², total area 153 m²",https://www.kv.ee/muugile-on-tulnud-uks-vaga-eriline-majaosa-korghal-3357034.html,"59.3594649,24.818931",399000.0,4.0,3.0,153 m²,2.0,2021.0,all brand-new,apartment ownership,1700 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, terrace, electricity, packet windows, parquet, garage","shower, bath, sauna, toilet room and bathroom separate, urban water, sewerage, washing machine","gas heating, heated floors, gas","Internet, cable TV, steel door, neighbourhood watch, fenced with garden, security system",,,B,,,lähedal lake,,,,53.0
123,"Maisonette for sale, 3 bedrooms, Keskuse tee 9/2, Vahi alevik, Tartu vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 111.9 m²",https://www.kv.ee/muugile-on-joudnud-maakuttega-a-energiatohususe-kl-3377207.html,"58.407848,26.7456725",189900.0,4.0,3.0,111.9 m²,2.0,2022.0,all brand-new,apartment ownership,,,,"new sewerage, open kitchen, ventilation, new electricity, parking free parking, closed courtyard, public transport, electricity, parquet, dressing room, box-room, separate rooms, street entrance, separate entryway, organisation through the few floors","sauna, shower, bath, toilet room and bathroom separate, urban water","heated floors, geothermic heating","Internet, steel door, fenced with garden",kitchen 8.8 m²,,A,,,near forest,,,,207.0
124,"Maisonette for sale, 3 bedrooms, Toomkivi 10, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 120 m²",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3381582.html,"59.3097965,24.8367254",286500.0,5.0,3.0,120 m²,,2022.0,all brand-new,apartment ownership,3202 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, parquet, lift, parking free parking",,,,,,,,,roads paved roads,1/2,,,1604.0
125,"Row house box for sale, 3 bedrooms, Kesk-Vaela 29, Vaela, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 93.6 m², total area 105.6 m²",https://www.kv.ee/arenduseleht-httpskiili-wingmacht-eemaja-luhikirje-3384160.html,"59.3268498,24.7988004",245000.0,4.0,3.0,105.6 m²,1.0,2022.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parquet, dressing room, packet windows","shower, sauna, urban water, sewerage",,,,30501:001:0264,,,,,,,,4.0
126,"Maisonette for sale, 3 bedrooms, Tihase, Tammelinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 115.7 m²",https://www.kv.ee/muugile-tulnud-ridaelamuboks-korgelthinnatud-tamme-3393597.html,"58.355758,26.6994216",149000.0,4.0,3.0,115.7 m²,3.0,1983.0,,private property,224 m²,Data from realestate book,,"water, parquet, furnishing possibility, electricity, parking free parking, basement, public transport, organisation through the few floors, separate entryway, closed courtyard, separate rooms","toilet room and bathroom separate, shower, water boiler, bath, washing machine","gas heating, gas",,"refridgerator, kitchen furniture",,,,,,,,,2636.0
127,"Maisonette for sale, 4 bedrooms, Hundi tee 11/1, Haabneeme, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Stone house, total area 131.7 m²",https://www.kv.ee/muua-ridaelamu-boks-viimsi-sudames-haabneeme-alevi-3390223.html,"59.5189309,24.8281231",390500.0,5.0,4.0,131.7 m²,2.0,2016.0,Good condition,,6687 m²,Data from realestate book,Notify about incorrect advertisement,"terrace, electricity, dressing room, furnishing possibility, furniture, parking free parking, box-room, wall cupboard, TV-set","bath, shower, toilet room and bathroom separate, sewerage, washing machine",gas heating,"Internet, fenced with garden","electric stove, refridgerator, kitchen furniture",,,ready,,"water body sea 1,000 m",,,,462.0
128,"Maisonette for sale, 3 bedrooms, Ratsu tee 7, Ihaste, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Joint ownership, stone house, house area 127.1 m², total area 200 m²",https://www.kv.ee/muugiks-pakutav-majaosa-paikneb-teisel-korrusel-on-3372406.html,"58.3662746,26.8450823",140000.0,4.0,3.0,200 m²,,2007.0,Good condition,joint ownership,,Data from realestate book,Notify about incorrect advertisement,"balcony 5.1 m², parking free parking, electricity, dressing room, 3*380V, furnishing possibility, furniture, packet windows, parquet, public transport, farm building, box-room, terrace","sauna, toilet room and bathroom separate, water boiler, shower, urban water, sewerage","electric heating, õhksoojuspump, conditioner, combined heating","security system, fenced with garden, neighbourhood watch, steel door","electric stove, kitchen furniture",,,ready,,"location in suburb location, surrounding buildings private houses, roads paved roads",2/2,,,41.0
