Title,Description,Link,Location,Rooms,Total area,This floor/Number of floors,Built in year,Condition,Ownership,Cadastre no.,Energy mark,Lisainfo,Kitchen,Sanitary arrangements,Heating and ventilation,Communications and security,Neighbourhood,Data from realestate book,Register number,Notify about incorrect advertisement,Kulud suvel/talvel,Number of floors,Additional information
"Apartment for sale, 4 rooms, Ülase tn 14, Kose, Võru vald, Võrumaa - Real estate portal KV.EE ","<strong>Lisainfo:</strong> terrace, separate rooms ",https://www.kv.ee/muua-heas-seisukorras-maja-labiva-planeeringuga-4t-3392697.html,"57.8126476,27.034878",4,75.5 m²,2/3,1984,renovated,,91804:003:3150,-,,,"toilet room and bathroom separate, bath, water boiler",central heating,,,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Võru tn 16, Lasnamäe, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/kortermuugile-on-tulnud-maitsekalt-renoveeritud-3t-3392703.html,"59.4429261,24.8333",3,64.7 m²,2/10,1981,renovated,apartment ownership,78403:311:1350,D,"parking free parking, separate rooms, packet windows, parquet, lift, closed balcony, wall cupboard, new electricity","electric stove, refridgerator, kitchen furniture","toilet room and bathroom separate, bath, new sewerage",central heating,"Internet, steel door, frontdoor locked","roads in good condition roads, neighbours around neighbours, surrounding buildings apartment buildings, location in the center location",,,,,,
"Apartment for sale, 1 rooms, Kivi tn 3, Kloogaranna, Lääne-Harju vald, Harjumaa - Real estate portal KV.EE ","
                            Kohtutäitur Katrin Vellet avaldab teadaande täitemenetluse seadustiku (TMS) § 153 lõike 2 alusel.",https://www.kv.ee/kohtutaitur-katrin-vellet-avaldab-teadaande-taitem-3392702.html,"59.3188787,24.2312412",1,27.3 m²,4/5,,,,29501:009:0149,-,,,,,,,Data from realestate book,,Notify about incorrect advertisement,,,
"Apartment for sale, 2 rooms, Sõjakooli tn 12b, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-suure-roduga-avar-korter-kiiresti-arenevas-kr-3392700.html,"59.4051212,24.7236527",2,73.6 m²,,2018,all brand-new,apartment ownership,,B,"balcony 21.8 m², underground garage, box-room, new electricity, furniture, packet windows, parquet, lift","electric stove, open kitchen, refridgerator, kitchen furniture","bath, washing machine",central heating,"Internet, phone, cable TV, frontdoor locked","location in the center location, roads in good condition roads",Data from realestate book,,,,6,
"Apartment for sale, 1 rooms, Tallinna tn 17, Kuressaare linn, Saaremaa vald, Saaremaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/saaremaa-saaremaa-vald-kuressaare-linn-tallinna-tn-3392696.html,"58.2542677,22.4882027",1,43 m²,1/2,1957,Good condition,apartment ownership,34901:007:0385,-,"packet windows, high ceilings","open kitchen, refridgerator, kitchen furniture","shower, water boiler, washing machine",electric heating,steel door,,,,,,,
"Apartment for sale, 3 rooms, Riia 17, Kesklinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-vaga-hea-asukohaga-3toaline-korter-kesklinnas-3334758.html,"58.3814479961051,26.7306261677368",3,55 m²,1/5,1969,Good condition,apartment ownership,79507:036:0011,D,"parking free parking, packet windows","electric stove, open kitchen, kitchen furniture","shower, water boiler",central heating,,,,,,,,
"Apartment for sale, 2 rooms, Uus 1, Ülenurme, Kambja vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/muua-tartu-linnapiirist-1-5-km-kaugusel-renoveerit-3380882.html,"58.3146295,26.7249368",2,46.2 m²,2/5,1986,Good condition,apartment ownership,,B,"parking free parking, packet windows, parquet","gas stove, refridgerator, kitchen furniture","sauna, shower, washing machine",central heating,,,Data from realestate book,,,,,
"Apartment for sale, 1 rooms, Uus 10, Ülejõe, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/muua-vaga-hea-asukohaga-roduga-1toaline-korter-kes-3390097.html,"58.383321,26.7394311",1,29.8 m²,4/5,1968,Good condition,apartment ownership,,D,"balcony 3 m², parquet, parking free parking, furniture, packet windows","gas stove, refridgerator, kitchen furniture","shower, washing machine",central heating,,,Data from realestate book,,,,,
"Apartment for sale, 1 rooms, Narva mnt 40, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/see-vaike-korter-asub-avangard-unikaalses-hoones-s-3392694.html,"59.4384243,24.7727803",1,14.5 m²,3/4,2018,all brand-new,apartment ownership,,Missing,"parquet, box-room, furniture, lift",open kitchen,shower,,"frontdoor locked, steel door",,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Kaupmehe 14, Tila, Tartu vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/tartu-korgelt-hinnatud-raadimoisa-piirkonda-on-ker-3392693.html,"58.4057511,26.7452204",2,61.2 m²,1/4,2021,all brand-new,apartment ownership,,A,"public transport, urban water, electricity, parquet, dressing room, ventilation, parking free parking, box-room, separate rooms, new electricity, lift, roof tar paper roof",open kitchen,"new sewerage, shower",geothermic heating,"Internet, cable TV, steel door, frontdoor locked",,Data from realestate book,,,,,
"Apartment for sale, 1 rooms, Pelguranna tn 7, Põhja-Tallinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-1toaline-renoveeritud-korter-tegemist-on-elam-3392660.html,"59.4534059,24.6882345",1,27 m²,3/4,1964,renovated,apartment ownership,78408:805:1410,-,"parking free parking, new electricity, furnishing possibility, packet windows","electric stove, open kitchen, refridgerator, kitchen furniture","new sewerage, shower, washing machine",central heating,"Internet, phone, cable TV, neighbourhood watch, video cameras, steel door, frontdoor locked","neighbours around neighbours, in the city location, roads in good condition roads, Stroomi sea 600 m, surrounding buildings apartment buildings",,,,,,
"Apartment for sale, 4 rooms, Tööstuse tn 97, Põhja-Tallinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-valguskullane-varskelt-renoveeritud-4toaline-3380162.html,"59.4536713,24.7068395",4,77.4 m²,5/5,1988,renovated,apartment ownership,78408:807:0800,Missing,"balcony 3.7 m², parking free parking, box-room, packet windows, parquet, closed balcony",,shower,central heating,"Internet, phone, cable TV, steel door, frontdoor locked","surrounding buildings apartment buildings, neighbours around neighbours, roads in satisfactory condition roads, in the city location, Tallinna laht sea 300 m",,,,,,
"Apartment for sale, 3 rooms, Kalevipoja põik 2, Lasnamäe, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/prodetsa-tepla-kvrtir-s-mebelbu-radom-mgzino-ostno-3392686.html,"59.4371611,24.8291371",3,60.1 m²,2/9,2,renovated,apartment ownership,,-,"balcony 4 m², separate rooms, furniture, packet windows, parquet, lift, TV-set, parking free parking, new electricity","electric stove, kitchen 9 m², refridgerator, kitchen furniture","bath, new sewerage, toilet room and bathroom separate, washing machine",central heating,"Internet, cable TV, steel door",,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Näpi tee 16, Näpi, Rakvere vald, Lääne-Virumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/muua-2-toaline-korter-napil-korteril-uued-3-kordse-3392670.html,"59.3640663,26.4084316",2,41 m²,,1971,Good condition,apartment ownership,77003:001:3150,B,"parking free parking, furniture, packet windows, parquet, box-room, new electricity, separate rooms, furnishing possibility","electric stove, open kitchen, kitchen furniture","shower, new sewerage, washing machine",central heating,"Internet, steel door, neighbourhood watch, frontdoor locked",,,,,,3,
"Apartment for sale, 2 rooms, Astangu 21/2, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/muua-avar-ja-hubane-mobleeritud-2toaline-korter-mi-3392676.html,"59.4054198,24.6297978",2,58.9 m²,3/5,2006,renovated,apartment ownership,,D,"parking free parking, separate rooms, furnishing possibility, furniture, packet windows, underground garage, box-room, garret, wall cupboard, new electricity, TV-set","electric stove, open kitchen, refridgerator, kitchen furniture","bath, new sewerage, washing machine",central heating,"Internet, cable TV, steel door, frontdoor locked","roads in good condition roads, water body water body other near",Data from realestate book,,,,,
"Apartment for sale, 2 rooms,  Aru, Võsupere, Haljala vald, Lääne-Virumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/kliendipaeveelregistreerimisega-kliendipaev-toimub-3392667.html,"59.506781269555,25.964153446365",2,52.4 m²,1/2,1978,renovated,apartment ownership,88701:002:0016,Missing,"kitchen, electricity, urban water, public transport, box-room, new electricity, furnishing possibility, furniture, parquet, dressing room, near forest, roof asbestos cement roof","open kitchen, refridgerator","shower, water boiler, new sewerage, washing machine","õhksoojuspump, stove heating, conditioner","Internet, phone, frontdoor locked",,,,,,,
"Apartment for sale, 3 rooms, Roosikrantsi tn 15, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Joint ownership, stone house",https://www.kv.ee/muua-esinduslik-avar-ja-valguskullane-korter-vanal-3392664.html,"59.4309197,24.7442982",3,114.5 m²,5/5,1912,renovated,joint ownership,78401:107:0180,,"separate rooms, parquet, parking free parking, box-room, new electricity",,"new sewerage, shower",central heating,frontdoor locked,"location in the center location, roads in good condition roads",,51801,Notify about incorrect advertisement,,,
"Apartment for sale, 2 rooms, Tungla tn 10, Nõmme, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muugile-on-tulnud-hubane-2toaline-nomme-mandide-al-3391448.html,"59.3683095,24.6605859",2,48.6 m²,1/9,1976,renovated,apartment ownership,78404:407:7690,-,"balcony 7.8 m², parking free parking, new electricity, closed balcony","electric stove, open kitchen, refridgerator, kitchen furniture","bath, new sewerage, toilet room and bathroom separate","gas heating, heated floors, central heating","Internet, phone, steel door, frontdoor locked","surrounding buildings private houses and apartment buildings, roads in good condition roads",,,Notify about incorrect advertisement,,,
"Apartment for sale, 2 rooms, Mäe-Jüri tn 2, Luke, Nõo vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/tartu-lahistel-hea-infrastruktuuri-ja-rikkalike-vo-3392635.html,"58.2377330942794,26.5374612308338",2,43.2 m²,2/2,,renovated,apartment ownership,52801:009:0747,Missing,"parquet, new electricity, packet windows, parking free parking",open kitchen,"water boiler, new sewerage, shower","õhksoojuspump, stove heating, conditioner",,"roads in good condition roads, surrounding buildings private houses and apartment buildings",Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Sõpruse pst 12, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-heas-korras-2toaline-korter-kristiine-keskuse-3392655.html,"59.4257467,24.7172293",2,37.9 m²,2/2,1960,renovated,apartment ownership,,G,"parking free parking, basement, furnishing possibility, furniture",kitchen furniture,"shower, washing machine",central heating,steel door,surrounding buildings apartment buildings,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Vabriku 8, Põhja-Tallinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/pakkuda-avar-ja-hea-planeeringuga-3toaline-korter-3392652.html,"59.4427647,24.7322102",3,58.9 m²,2/3,,renovated,apartment ownership,,,"garage, parking free parking, closed courtyard, gas",gas stove,washing machine,gas heating,,,Data from realestate book,,Notify about incorrect advertisement,,,
"Apartment for sale, 2 rooms, Kivila tn 11, Lasnamäe, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/muua-2toaline-heas-seisukorras-korter-lasnamael-ki-3392647.html,"59.445427,24.870141",2,49.3 m²,3/9,1983,Good condition,apartment ownership,78403:310:0870,D,"sewerage, urban water, furniture, ventilation, lift, water, separate rooms","electric stove, open kitchen",shower,central heating,"Internet, steel door",,,,,,,
"Apartment for sale, 3 rooms, Idapõllu tee 3, Haabneeme, Viimsi vald, Harjumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/muua-avar-ja-valguskullane-ning-suureparase-asukoh-3369446.html,"59.5131829,24.8286959",3,58.5 m²,2/4,2007,Good condition,apartment ownership,89001:010:1050,-,"furniture, packet windows, lift, parquet, box-room, furnishing possibility","refridgerator, kitchen furniture","toilet room and bathroom separate, bath, washing machine","heated floors, central heating",,"roads in good condition roads, surrounding buildings apartment buildings, water body sea 800 m",,,,,,
"Apartment for sale, 2 rooms, Põhja allee 11, Järve, Kohtla-Järve, Ida-Virumaa - Real estate portal KV.EE ","<strong>Lisainfo:</strong> separate rooms, packet windows, parking free parking ",https://www.kv.ee/idavirumaa-kohtlajarve-jarve-pohja-allee-11-2-tuba-3392640.html,"59.4090129,27.284146",2,47.5 m²,1/5,1978,,,32211:003:0022,-,,,"toilet room and bathroom separate, bath",central heating,,,Data from realestate book,,Notify about incorrect advertisement,,,
"Apartment for sale, 3 rooms, Ehitaja 4a, Tõrva linn, Tõrva vald, Valgamaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/pakun-muugiks-hubast-3toalist-heas-korras-korterit-3026165.html,"57.9943182,25.9399326",3,66.2 m²,1/4,1986,Good condition,apartment ownership,,-,"parking free parking, wall cupboard, TV-set, furnishing possibility, packet windows, parquet","electric stove, kitchen furniture","water boiler, shower, toilet room and bathroom separate, bath, washing machine",central heating,"phone, cable TV, steel door, frontdoor locked","Riiska lake 500 m, surrounding buildings apartment buildings, roads in satisfactory condition roads, neighbours around neighbours",Data from realestate book,,,,,
"Apartment for sale, 1 rooms, Lastekodu 22, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/korter-sissekolimiseks-valmis-muugis-ainulaadne-uh-3380005.html,"59.4290643,24.7710755",1,22.1 m²,4/5,1983,renovated,apartment ownership,78401:111:0940,F,"kitchen, public transport, wall cupboard, furnishing possibility, furniture, dressing room, box-room, urban water, electricity","electric stove, open kitchen, refridgerator","bath, washing machine",,"Internet, cable TV, steel door, frontdoor locked",,,,,,,
