,Title,Description,Link,Location,Price,Rooms,Total area,Number of floors,Condition,Readiness,Ground area,Cadastre no.,Energy mark,Lisainfo,Neighbourhood,Bedrooms,Built in year,Ownership,Notify about incorrect advertisement,Kitchen,Sanitary arrangements,Heating and ventilation,Communications and security,Data from realestate book,Register number,Additional information,This floor/Number of floors,Kulud suvel/talvel,population
45,"House for sale, 2 bedrooms, Kuusiku tee 13, Laulasmaa, Lääne-Harju vald, Harjumaa - Real estate portal KV.EE ","Private ownership, total area 134.5 m²",https://www.kv.ee/muua-stiilne-kivimaja-laulasmaal-maja-valmib-kevad-3393281.html,"59.3603034,24.2636562",349000.0,4.0,134.5 m²,1.0,all brand-new,,4065 m²,29501:007:1159,,"balcony , open kitchen, terrace, public transport, well, separate entryway, terrace, separate rooms, show case windows, water, street entrance, parquet, 3*380V, electricity, roof tiled roof","near forest, water body sea near",2.0,,private property,Notify about incorrect advertisement,,"toilet room and bathroom separate, sauna, shower","õhksoojuspump, heated floors",,Data from realestate book,,,,,14.0
46,"House for sale, 3 bedrooms, Koidu tn, Tila, Tartu vald, Tartumaa - Real estate portal KV.EE ","Private ownership, total area 185 m²",https://www.kv.ee/muua-kahekordne-eramaja-kinnistul-asub-ka-abihoone-3392834.html,"58.4122909,26.763888",375000.0,5.0,185 m²,2.0,Good condition,ready,,,-,"terrace, electricity, dressing room, furniture, parquet, packet windows, garage, parking free parking, public transport, farm building, box-room, wall cupboard, TV-set, wall brick wall, roof tiled roof","water body: tiik 300 m, surrounding buildings private houses, roads paved roads, neighbours next to neighbours",3.0,2011.0,private property,Notify about incorrect advertisement,"electric stove, refridgerator, kitchen furniture","shower, sauna, bath, water boiler, urban water, sewerage, washing machine","õhksoojuspump, heated floors, electric heating, stove heating","Internet, cable TV, neighbourhood watch, security system, fenced with garden, steel door",Data from realestate book,2836704.0,,,,17.0
47,"House for sale, Liiva 12, Rakvere, Lääne-Virumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 106 m²",https://www.kv.ee/vaga-heas-asukohas-rakvere-kesklinna-piiril-liiva-3393222.html,"59.346344321656,26.373655039856",85000.0,4.0,106 m²,2.0,ready,,638 m²,66301:012:0160,,"kitchen, electricity, 3*380V, parking free parking, public transport",roads paved roads,,1957.0,private property,Notify about incorrect advertisement,"stove heated with firewood, kitchen furniture","sewerage, urban water",stove heating,"neighbourhood watch, fenced with garden",,,,,,128.0
48,"House for sale, 3 bedrooms, Parve tee 10, Lindi, Pärnu, Pärnumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 151 m²",https://www.kv.ee/koduks-voi-suvekoduks-sobib-molemaks-ilus-koht-ja-3393221.html,"58.309543,24.2773471",138000.0,4.0,151 m²,2.0,renovated,,1499 m²,,,"new sewerage, balcony , balcony , furnishing possibility, furniture, electricity, dressing room, water, new electricity, closed courtyard, separate rooms, terrace, parquet, 3*380V, garage, roof profiled roof",water body sea near,3.0,1989.0,private property,Notify about incorrect advertisement,"stove heated with firewood, refridgerator, kitchen furniture","sauna, shower, water boiler, urban water","stove heating, õhksoojuspump, heated floors, fireplace, fireplace",neighbourhood watch,,,,,,62.0
49,"House for sale, 8 bedrooms, Nõmme 6, Kuressaare linn, Saaremaa vald, Saaremaa - Real estate portal KV.EE ","Private ownership, stone house",https://www.kv.ee/muugile-on-tulnud-kuressaare-vaikse-tupiktanava-ro-3374036.html,"58.2521498,22.5140777",375000.0,8.0,,2.0,renovated,,1120 m²,34901:015:0104,,"balcony , kitchen, open kitchen, wall cupboard, furniture, parquet, ventilation, street entrance, frontdoor locked",near forest,8.0,2009.0,private property,Notify about incorrect advertisement,ceramic shove,"shower, sauna, bath, toilet room and bathroom separate, urban water","heated floors, fireplace, fireplace","Internet, cable TV, neighbourhood watch, security system",,,,,,260.0
50,"House for sale, 3 bedrooms, Lõvisüda tee 16, Papsaare, Pärnu, Pärnumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 155.6 m²",https://www.kv.ee/valmis-on-saanud-uus-kaasaegne-ja-hea-planeeriingu-3393204.html,"58.405273,24.378836",235000.0,4.0,155.6 m²,1.0,all brand-new,,1425 m²,,,"balcony , high ceilings, closed courtyard, water, parquet, 3*380V, garage, electricity, roof tar paper roof",,3.0,2021.0,private property,Notify about incorrect advertisement,,"toilet room and bathroom separate, sauna, shower, urban water, sewerage","heated floors, geothermic heating",,Data from realestate book,,,,,10.0
51,"House for sale, 3 bedrooms, Kolmnurga tn 12, Audru, Pärnu, Pärnumaa - Real estate portal KV.EE ","Private ownership, total area 130.4 m²",https://www.kv.ee/2022-aasta-jaanuaris-valmib-audru-alevikus-nn-kolm-3393200.html,"58.419463673218,24.347247157178",250000.0,4.0,130.4 m²,1.0,all brand-new,,1435 m²,,,"new sewerage, open kitchen, water, electricity, new electricity, separate rooms",near forest,3.0,2022.0,private property,Notify about incorrect advertisement,,"sauna, toilet room and bathroom separate, urban water",geothermic heating,,Data from realestate book,,,,,93.0
52,"House for sale, 4 bedrooms, Variku tee 5, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 316 m², total area 404.9 m²",https://www.kv.ee/muua-aenergiaklassi-maja-pirita-rannarajoonis-otse-3371554.html,"59.485871,24.8413559",1600000.0,6.0,404.9 m²,2.0,all brand-new,,1159 m²,,A,"balcony 44.1 m², parking free parking, garage, dressing room, furnishing possibility, packet windows, parquet, public transport, box-room, terrace, electricity, other wall","Pirita rand sea 100 m, near forest, surrounding buildings private houses, in the city location, roads in good condition roads",4.0,2022.0,private property,Notify about incorrect advertisement,,"bath, water boiler, shower, sauna, toilet room and bathroom separate, sewerage, urban water","õhksoojuspump, heated floors","Internet, cable TV, security system, video cameras, fenced with garden, steel door",Data from realestate book,,,,,457.0
53,"House for sale, Kõrgendiku tee 3, Liikva, Harku vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 450 m², total area 500 m²",https://www.kv.ee/muugile-on-tulnud-maja-liikva-kulasmajamuugile-on-3391040.html,"59.4152352,24.4271755",290000.0,8.0,500 m²,2.0,,roofed box,7949 m²,19801:011:0364,,"farm building, deep well, terrace, electricity, packet windows","neighbours next to neighbours, near forest, surrounding buildings private houses, roads in good condition roads",,2007.0,private property,Notify about incorrect advertisement,,"local water, sewerage","heated floors, geothermic heating",,Data from realestate book,,,,,9.0
54,"House for sale, 4 bedrooms, Kastani 21, Kose-Uuemõisa, Kose vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 118.9 m², total area 126.9 m²",https://www.kv.ee/muugile-on-tulnud-uued-uhepereelamud-kosel-majad-v-3389035.html,"59.1796681,25.1767044",259000.0,5.0,126.9 m²,,all brand-new,ready,,,B,"parking free parking, public transport, box-room, terrace, electricity, packet windows, parquet","near forest, neighbours next to neighbours, surrounding buildings private houses, location in the center location, roads in good condition roads, Pirita river 400 m",4.0,2022.0,private property,Notify about incorrect advertisement,,"shower, sauna, toilet room and bathroom separate, urban water, sewerage","õhksoojuspump, heated floors","Internet, phone, cable TV, neighbourhood watch",Data from realestate book,18420050.0,,1/1,,41.0
55,"House for sale, 4 bedrooms, Kastani 19, Kose, Kose vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 118.9 m², total area 126.9 m²",https://www.kv.ee/muugile-on-tulnud-uued-uhepereelamud-kosel-majad-v-3389008.html,"59.17992,25.1763915",259000.0,5.0,126.9 m²,,all brand-new,ready,,,B,"parking free parking, public transport, box-room, terrace, electricity, packet windows, parquet","near forest, neighbours next to neighbours, surrounding buildings private houses, location in the center location, roads in good condition roads, Pirita river 400 m",4.0,2022.0,private property,Notify about incorrect advertisement,,"bath, toilet room and bathroom separate, sauna, shower, urban water, sewerage","heated floors, õhksoojuspump","Internet, phone, cable TV, neighbourhood watch",Data from realestate book,18419850.0,,1/1,,41.0
56,"House for sale, 3 bedrooms, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Movable, stone house, total area 95.8 m²",https://www.kv.ee/uus-maja-tellija-krundile-oleme-kahekumne-aasta-jo-3393196.html,"59.4164146,24.7100188",142000.0,4.0,95.8 m²,,all brand-new,,,,-,"packet windows, parquet",,3.0,,movable,,,,,,Data from realestate book,,,1/1,,4405.0
57,"House for sale, 3 bedrooms, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Movable, stone house, total area 137 m²",https://www.kv.ee/uus-maja-tellija-krundile-uue-maja-ehitus-on-huvit-3393194.html,"59.4164146,24.7100188",186000.0,4.0,137 m²,,all brand-new,,,,B,"packet windows, parquet",,3.0,,movable,,,"sauna, shower",,,Data from realestate book,,,1/1,,4405.0
58,"House for sale, 3 bedrooms, Kaare tee 9, Järveküla, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 123.9 m²",https://www.kv.ee/muua-uus-ridamaja-otsaboks-ainulaadses-asukohas-ja-3393187.html,"59.3909128,24.796628",449000.0,,123.9 m²,2.0,all brand-new,ready,770 m²,,A,"parking free parking, box-room, terrace, electricity, parquet","Ülemiste lake , near forest, surrounding buildings private houses and apartment buildings, location in the center location, roads in good condition roads",3.0,2021.0,apartment ownership,Notify about incorrect advertisement,,"shower, sauna, bath, urban water, sewerage",heated floors,,Data from realestate book,,,,,343.0
59,"House for sale, Tallinna 69, Loksa, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 66.6 m²",https://www.kv.ee/muua-kahekordne-6-toaga-uhepereelamu-loksa-linnas-3393185.html,"59.573905984217,25.725270648131",90000.0,6.0,66.6 m²,2.0,needs renovating,,1319 m²,42401:003:0060,,"open kitchen, electricity, farm building, 3*380V, parking free parking, separate entryway, closed courtyard, public transport, deep well","roads paved roads, near forest",,1961.0,private property,Notify about incorrect advertisement,electric stove,"water boiler, bath, toilet room and bathroom separate, local water, urban water",stove heating,"Internet, neighbourhood watch, fenced with garden",,,,,,66.0
60,"House for sale, 3 bedrooms,  Lehise, Ärina, Väike-Maarja vald, Lääne-Virumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 104 m²",https://www.kv.ee/nb-kliendipaev-toimub-14-12-2021-kell-10-00-10-30-3393182.html,"59.140889362585,26.231442480273",29000.0,5.0,104 m²,2.0,needs renovating,,4983 m²,,,"box-room, wall cupboard, street entrance, separate entryway, public transport, farm building, furniture, roof tin roof",,3.0,1962.0,private property,Notify about incorrect advertisement,,shower,stove heating,,Data from realestate book,,,,,4.0
61,"House for sale, Tilgu, Rõuge vald, Võrumaa - Real estate portal KV.EE ","Log house, house area 164 m²",https://www.kv.ee/kahepere-elamu-palkmaja-kogu-elamispinnaga-164m2-m-3384374.html,"57.7645069875681,26.8986041211232",197000.0,6.0,,2.0,renovated,,28500 m²,69801:001:0833,-,"parking free parking, well, box-room, terrace, dressing room, 3*380V, packet windows, farm building, wall wooden wall, roof asbestos cement roof","near forest, neighbours next to neighbours, Kahrila lake , roads gravel roads",,,,Notify about incorrect advertisement,,"water boiler, sauna, sewerage","heated floors, electric heating",,Data from realestate book,,,,,6.0
62,"House for sale, 3 bedrooms, Õnne 1, Luige, Kiili vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 131.8 m²",https://www.kv.ee/majamuugile-on-tulnud-hubane-valguskullane-ja-kval-3367554.html,"59.3292348,24.7738174",278000.0,4.0,131.8 m²,1.0,all brand-new,,823 m²,,,"new sewerage, open kitchen, water, separate rooms, parquet, electricity, dressing room, new electricity, roof tiled roof",,3.0,2017.0,private property,Notify about incorrect advertisement,"electric stove, refridgerator, kitchen furniture","toilet room and bathroom separate, bath, water boiler, washing machine, sewerage, urban water","heated floors, stove heating","Internet, steel door, fenced with garden, neighbourhood watch",Data from realestate book,,,,,78.0
63,"House for sale, Mõtsu, Lääneranna vald, Pärnumaa - Real estate portal KV.EE ","Private ownership, log house",https://www.kv.ee/muua-eestiaegne-metskonna-kontor-parnumaal-varbla-2151270.html,"58.4651403,23.8552041",29500.0,6.0,,2.0,needs renovating,ready,5646 m²,86302:002:0297,,,,,1936.0,private property,Notify about incorrect advertisement,,,,,,,"electricity, wall wooden wall, roof asbestos cement roof",,,0.0
64,"House for sale, Valga mnt 1, Rõngu, Elva vald, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 2,103.7 m²",https://www.kv.ee/muugile-on-tulnud-uks-uhkemaid-kortsihooneid-eesti-3393154.html,"58.1420419,26.2465384",400000.0,,2103.7 m²,,needs renovating,,6282 m²,69402:002:0013,Missing,,,,,private property,,,,,,Data from realestate book,,,1/1,,215.0
65,"House for sale, 4 bedrooms, Kivimurru, Rakvere, Lääne-Virumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 263 m², total area 304.3 m²",https://www.kv.ee/pakkumisel-on-2001-aastal-ehitatud-osaliselt-renov-2875665.html,"59.3404382,26.386882",199000.0,6.0,304.3 m²,2.0,Good condition,ready,,,,"basement, dressing room, 3*380V, packet windows, parquet, garage, wall brick wall, roof profiled roof",,4.0,1996.0,private property,Notify about incorrect advertisement,"electric stove, kitchen furniture","sauna, shower, toilet room and bathroom separate, bath, water boiler, sewerage, urban water","solid fuel, central heating, fireplace","Internet, cable TV",Data from realestate book,,,,,1591.0
66,"House for sale, Piiri, Muhu vald, Saaremaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 206.4 m², total area 247 m²",https://www.kv.ee/muua-hea-asukoha-ja-ligipaasuga-maja-muhu-saarel-1-3393119.html,"58.6016420316891,23.1934903875475",69500.0,,247 m²,,needs renovating,ready,10429 m²,47801:007:0656,-,"parking free parking, box-room, electricity, 3*380V","surrounding buildings private houses, near forest, location in the center location, roads in good condition roads",,1896.0,private property,,,,"stove heating, fireplace",neighbourhood watch,,,,,,11.0
67,"House for sale, 4 bedrooms, Kaarma-Kirikuküla, Saaremaa vald, Saaremaa - Real estate portal KV.EE ","Log house, total area 159.8 m²",https://www.kv.ee/saaremaa-vallas-kaarmal-on-muugile-tulnud-suur-pal-3384029.html,,,7.0,159.8 m²,,Good condition,ready,12836 m²,,-,"parking free parking, TV-set, terrace, electricity, furniture, garage, farm building, deep well, box-room","near forest, location outside settlement location, roads in good condition roads, neighbours at one side neighbours",4.0,,,,"gas stove, refridgerator, kitchen furniture","sauna, shower, water boiler, local water, sewerage, washing machine","stove heating, heated floors, electric heating, õhksoojuspump, fireplace","Internet, security system, neighbourhood watch",Data from realestate book,,,,,0.0
