Title,Description,Link,Location,Price,Rooms,Bedrooms,Total area,Number of floors,Built in year,Condition,Ownership,Ground area,Data from realestate book,Notify about incorrect advertisement,Lisainfo,Sanitary arrangements,Heating and ventilation,Communications and security,Kitchen,Cadastre no.,Energy mark,Readiness,Register number,Neighbourhood,This floor/Number of floors,Kulud suvel/talvel,Additional information
"Maisonette for sale, 3 bedrooms, Keraheina tee 13, Maardu, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 110 m², total area 120 m²",https://www.kv.ee/paarismajad-valmivad-2022-aasta-jouludeks-kokku-ke-3392767.html,"59.4696363,24.9541781",289000,4,3,120 m²,2,2022,all brand-new,apartment ownership,600 m²,Data from realestate book,Notify about incorrect advertisement,,,,,,,,,,,,,
"Row house box for sale, 3 bedrooms, Veskikaare tn 5, Tammiste, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 124.1 m²",https://www.kv.ee/muua-parnu-linna-lahedal-tammistes-hinnatud-eluraj-3379160.html,"58.3908064,24.5759833",175000,4,3,124.1 m²,2,2021,all brand-new,apartment ownership,1518 m²,Data from realestate book,Notify about incorrect advertisement,"new sewerage, balcony , open kitchen, new electricity, ventilation, street entrance, public transport, electricity, parking free parking, box-room, closed courtyard, separate rooms, separate entryway, organisation through the few floors, parquet, roof tar paper roof","toilet room and bathroom separate, shower, sauna, water boiler, urban water",heated floors,"Internet, cable TV, steel door, neighbourhood watch",ceramic shove,,,,,near forest,,,
"Maisonette for sale, 3 bedrooms, Sinitiiva tn 23, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, total area 118.5 m²",https://www.kv.ee/4toaline-suurte-paikeseterrasside-ja-puukuttega-sa-3386582.html,"59.4744789,24.8871215",295000,4,3,118.5 m²,2,2005,satisfactory,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,,,,,,,,ready,,,,,
"Maisonette for sale, Tammenurme tee 5, Randvere, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 184 m²",https://www.kv.ee/muua-korghaljastusega-kinnistule-ehitatav-paarisma-3392051.html,"59.5183138,24.9081692",590000,5,,184 m²,2,2022,all brand-new,apartment ownership,1024.5 m²,,,"parking free parking, electricity, parquet","sauna, urban water",õhksoojuspump,,,,A,,,,,,
"Maisonette for sale, 3 bedrooms, Toomkivi 8, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 120 m²",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3381583.html,"59.3097965,24.8367254",286500,5,3,120 m²,,2022,all brand-new,apartment ownership,3220 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, parquet, lift, parking free parking",,,,,,,,,roads paved roads,1/2,,
"Row house box for sale, 2 bedrooms, Aasa põik 2, Peetri, Rae vald, Harjumaa - Real estate portal KV.EE ","Joint ownership, wooden house, house area 56 m², total area 56 m²",https://www.kv.ee/muua-kahel-korrusel-ja-osaliselt-kaetud-privaatse-2733744.html,"59.3987955,24.7933817",119800,3,2,56 m²,2,2000,sanitary renovation needed,joint ownership,1477 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, furniture, packet windows, parquet, public transport, box-room, wall cupboard, TV-set, terrace, electricity, dressing room, furnishing possibility, wall wooden wall, roof profiled roof","shower, water boiler, urban water, sewerage, washing machine","electric heating, heated floors","Internet, cable TV, fenced with garden, security system, steel door","electric stove, kitchen 28 m², refridgerator, kitchen furniture",,,,,"Ülemiste lake 100 m, near forest, surrounding buildings private houses, location in suburb location, roads in satisfactory condition roads, neighbours around neighbours",,80 € /  150 €,
"Maisonette for sale, 3 bedrooms, Tänassilma-Laagri tee 33, Tänassilma, Saku vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 131.7 m², total area 149.5 m²",https://www.kv.ee/muuakse-paari-kuu-parast-valmiv-kvaliteetne-a-ener-3257058.html,"59.3419552286573,24.6488016022827",309000,4,3,149.5 m²,2,2021,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"balcony 17.8 m², parking free parking, parquet, box-room, terrace, electricity, packet windows","toilet room and bathroom separate, water boiler, shower, sauna, urban water, sewerage",heated floors,"steel door, fenced with garden",,,A,ready,,,,,
"Row house box for sale, 3 bedrooms, Pirnipuu pst 186, Maardu, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 95.9 m², total area 101.1 m²",https://www.kv.ee/nuud-on-muugil-pirnipuu-kodu-kolmanda-etapi-kvalit-3385602.html,"59.4678824,24.9600172",260000,4,3,101.1 m²,2,2022,all brand-new,apartment ownership,1024 m²,Data from realestate book,Notify about incorrect advertisement,"balcony 5.9 m², electricity, 3*380V, packet windows, parquet, parking free parking, public transport, box-room, terrace","sauna, urban water, sewerage","heated floors, õhksoojuspump",,"electric stove, kitchen 8.2 m²",,A,,,,,,
"Maisonette for sale, 3 bedrooms, Koidula tn 19h 4, Narva-Jõesuu linn, Narva-Jõesuu, Ida-Virumaa - Real estate portal KV.EE ","Stone house, total area 130 m²",https://www.kv.ee/kompleks-sunset-beach-club-predlget-nedvizimostb-v-3360454.html,"59.4423691,28.0119171",259800,4,3,130 m²,2,2022,all brand-new,,,Data from realestate book,,parking free parking,,,,,,Missing,,,water body water body other near,,,
"Maisonette for sale, 3 bedrooms, E. Wiiralti tn 25, Ihaste, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 141 m², total area 236 m²",https://www.kv.ee/muua-rahulikus-ja-looduskaunis-ihaste-piirkonnas-k-3385226.html,"58.3595247,26.7830491",237000,4,3,236 m²,3,2004,Good condition,private property,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, electricity, dressing room, 3*380V, furnishing possibility, packet windows, parquet, garage, box-room, wall cupboard, basement, TV-set, terrace","sauna, toilet room and bathroom separate, shower, urban water, washing machine","central heating, gas heating, gas, fireplace","Internet, video cameras, fenced with garden, security system","induktsioon pliit, refridgerator, kitchen furniture",,Missing,ready,2529903,"location in suburb location, near forest, roads paved roads, neighbours next to neighbours, surrounding buildings private houses",,50 € /  160 €,
"Maisonette for sale, 2 bedrooms, Haava tn, Nõmme, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, house area 113.6 m², total area 118.3 m²",https://www.kv.ee/muua-3toaline-stiilne-katusekorter-rodu-ja-saunaga-3200672.html,"59.3846652,24.6995174",199000,3,2,118.3 m²,,1965,renovated,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"balcony 4.7 m², box-room, dressing room, furnishing possibility, parquet, garage, parking free parking","sauna, shower, bath, sewerage, urban water","õhksoojuspump, combined heating","Internet, cable TV, steel door",kitchen furniture,,-,ready,21900601,"surrounding buildings private houses, location in suburb location, roads in good condition roads",3/3,,
"Row house box for sale, 3 bedrooms, Iirise tn 10, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 99.6 m²",https://www.kv.ee/muua-eksklusiivses-rohelusest-umbritsetud-ihaste-k-3375131.html,"58.356255,26.766489",189000,4,3,99.6 m²,2,2022,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"open kitchen, street entrance, terrace, dressing room, separate rooms, packet windows, parquet, parking free parking, public transport, box-room, organisation through the few floors, separate entryway, closed courtyard","toilet room and bathroom separate, sauna, shower, sewerage, urban water","heated floors, geothermic heating","Internet, phone, cable TV, steel door, fenced with garden",,79301:001:0984,,,,,,,
"Maisonette for sale, Tallinna tn 15, Suure-Jaani linn, Põhja-Sakala vald, Viljandimaa - Real estate portal KV.EE ",Log house,https://www.kv.ee/vaga-heas-asukohas-suure-aiamaaga-23-maja-osa-kus-3374294.html,"58.5386322,25.471403",39999,7,,,2,,needs renovating,,,Data from realestate book,Notify about incorrect advertisement,"well, electricity, wall wooden wall, roof tin roof",,stove heating,,,76001:002:0020,-,,29739,location in the center location,,,
"Maisonette for sale, 2 bedrooms, Metsa 56, Nõmme, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 73.7 m²",https://www.kv.ee/majametsa-56-asub-miljoovaartusliku-nomme-asumi-va-3342827.html,"59.380028,24.6756777",199000,3,2,73.7 m²,2,1926,ready,apartment ownership,,,Notify about incorrect advertisement,,"shower, sauna, water boiler, urban water","electric heating, fireplace, fireplace",fenced with garden,"electric stove, kitchen furniture",78404:406:6070,,,,,,,"closed courtyard, water, electricity, basement, farm building, separate entryway, parking free parking"
"Row house box for sale, 3 bedrooms, Kiviaia tee 3, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 113.1 m²",https://www.kv.ee/ehitatavas-ridaelamus-on-kokku-6-boksi-suurusega-1-3375271.html,"59.464714,24.892725",452400,4,3,113.1 m²,2,2022,all brand-new,apartment ownership,193.8 m²,Data from realestate book,Notify about incorrect advertisement,"balcony 8.1 m², parquet, terrace, electricity, dressing room, packet windows","toilet room and bathroom separate, shower, bath, sauna, urban water, sewerage","heated floors, gas heating","Internet, phone, cable TV, steel door",,,B,,,,,,
"Row house box for sale, 3 bedrooms, Rae põik 2, Rae, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 78.4 m²",https://www.kv.ee/vaike-rae-elamupiirkond-asub-rae-kulas-assaku-ja-p-3370579.html,"59.3790889,24.868912",249900,4,3,78.4 m²,2,2022,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,,"shower, urban water, sewerage","heated floors, õhksoojuspump",fenced with garden,,,B,ready,8900050,"near forest, location in suburb location, neighbours next to neighbours",,,"parking free parking, terrace, packet windows, parquet"
"Row house box for sale, 3 bedrooms, Juure tee 5, Tiskre, Harku vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 102.3 m²",https://www.kv.ee/harku-vallas-tiskre-kulas-on-ehitamisel-uued-aener-3356776.html,"59.4246858,24.5829683",270000,4,3,102.3 m²,2,2022,all brand-new,apartment ownership,107 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, box-room, roof tar paper roof",,geothermic heating,,electric stove,,,,,water body lake near,,,
"Maisonette for sale, 2 bedrooms, Vana-Mustamäe tn 45, Nõmme, Tallinn, Harjumaa - Real estate portal KV.EE ","Joint ownership, wooden house, total area 65 m²",https://www.kv.ee/eelregistreeri-vaatamine-muua-majaosa-glehni-pargi-3383743.html,"59.3875988,24.6703169",180000,3,2,65 m²,2,1946,needs renovating,joint ownership,784 m²,Data from realestate book,Notify about incorrect advertisement,"separate rooms, separate entryway, electricity, closed courtyard, farm building, roof tin roof",urban water,stove heating,fenced with garden,,,,,,near forest,,,
"Maisonette for sale, 3 bedrooms, Pärnu mnt 191, Nõmme, Tallinn, Harjumaa - Real estate portal KV.EE ","Joint ownership, wooden house, house area 100 m², total area 156 m²",https://www.kv.ee/muugile-on-tulnud-vaga-hubane-majaosa-tallinna-hin-3377755.html,"59.3893648,24.711046",295000,4,3,156 m²,,1932,Good condition,joint ownership,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, furnishing possibility, furniture, packet windows, garage, public transport, basement, TV-set, electricity","shower, toilet room and bathroom separate, sauna, urban water, sewerage, washing machine","combined heating, fireplace","Internet, phone, cable TV, neighbourhood watch","electric stove, refridgerator, kitchen furniture",,Missing,ready,5708801,"near forest, roads in good condition roads, surrounding buildings private houses, in the city location",1/2,50 € /  150 €,
"Maisonette for sale, 2 bedrooms, Männioksa, Kohila, Kohila vald, Raplamaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 49.5 m², total area 8,842 m²",https://www.kv.ee/raplamaa-kohila-vald-kohila-mannioksa-3-tuba-1-kor-3386953.html,"59.160087,24.753229",35000,3,2,8842 m²,1,1981,needs renovating,private property,,Data from realestate book,Notify about incorrect advertisement,"box-room, public transport, well, deep well, electricity, furniture, wall wooden wall, roof tar paper roof",,"stove heating, fireplace",neighbourhood watch,"kitchen 8 m², refridgerator",,-,ready,9141650,"surrounding buildings private houses, near forest, roads in satisfactory condition roads, neighbours next to neighbours, location outside settlement location",,,
"Row house box for sale, 4 bedrooms, Männi 2, Haapsalu linn, Haapsalu, Läänemaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 97.5 m², total area 97.5 m²",https://www.kv.ee/selle-kodu-eelisedhea-palneeringuga-toad-eraldimul-3339876.html,"58.9366109,23.5574613",125000,5,4,97.5 m²,2,1983,Good condition,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, wall cupboard, basement, TV-set, terrace, electricity, packet windows, parquet, public transport, box-room","shower, toilet room and bathroom separate, bath, urban water, sewerage",central heating,"Internet, phone, cable TV, fenced with garden","ceramic shove, kitchen furniture",,,ready,,"roads in good condition roads, neighbours at one side neighbours, near forest, surrounding buildings private houses, in the city location, water body sea 2.5 km",,50 € /  230 €,
